"Id","Weekly_Sales"
"1_1_2012-11-02",45533.2400000002
"1_1_2012-11-09",17829.6899999999
"1_1_2012-11-16",18548.48
"1_1_2012-11-23",23002.2100000004
"1_1_2012-11-30",28069.4199999999
"1_1_2012-12-07",35114.1899999999
"1_1_2012-12-14",46633.2
"1_1_2012-12-21",37646.2700000033
"1_1_2012-12-28",27577.1799999997
"1_1_2013-01-04",17151.1399999999
"1_1_2013-01-11",16429.1000000002
"1_1_2013-01-18",19388.7299999997
"1_1_2013-01-25",18295.14
"1_1_2013-02-01",21952.9066666672
"1_1_2013-02-08",31254.0499999989
"1_1_2013-02-15",59965.0566666704
"1_1_2013-02-22",20351.2100000002
"1_1_2013-03-01",19041.3100000001
"1_1_2013-03-08",21251.3
"1_1_2013-03-15",21842.823333334
"1_1_2013-03-22",18951.1600000006
"1_1_2013-03-29",7230.89000000432
"1_1_2013-04-05",56106.8166666795
"1_1_2013-04-12",44101.7633333355
"1_1_2013-04-19",28708.1233333219
"1_1_2013-04-26",24597.5233333248
"1_1_2013-05-03",17966.689999999
"1_1_2013-05-10",17346.156666667
"1_1_2013-05-17",19887.286666668
"1_1_2013-05-24",17478.3133333337
"1_1_2013-05-31",15193.3099999998
"1_1_2013-06-07",17757.4266666673
"1_1_2013-06-14",17593.6100000013
"1_1_2013-06-21",16519.6700000003
"1_1_2013-06-28",15196.1666666667
"1_1_2013-07-05",17354.9433333339
"1_1_2013-07-12",15872.6300000004
"1_1_2013-07-19",16812.6466666668
"1_1_2013-07-26",16027.8299999999
"1_2_2012-11-02",48245.8100000001
"1_2_2012-11-09",46678.4499999997
"1_2_2012-11-16",46552.3099999996
"1_2_2012-11-23",42837.1999999997
"1_2_2012-11-30",47451.2599999998
"1_2_2012-12-07",51759.04
"1_2_2012-12-14",52971.5599999996
"1_2_2012-12-21",71341.4000000004
"1_2_2012-12-28",51260.0500000007
"1_2_2013-01-04",45760.4699999997
"1_2_2013-01-11",46848.7800000003
"1_2_2013-01-18",45909.8699999982
"1_2_2013-01-25",41461.45
"1_2_2013-02-01",54302.513333336
"1_2_2013-02-08",53518.0366666662
"1_2_2013-02-15",45895.3866666656
"1_2_2013-02-22",48633.3299999996
"1_2_2013-03-01",55557.8733333331
"1_2_2013-03-08",51738.8666666662
"1_2_2013-03-15",49125.5333333341
"1_2_2013-03-22",46564.186666667
"1_2_2013-03-29",46069.7666666666
"1_2_2013-04-05",54208.6166666681
