"Id","Weekly_Sales"
"1_1_2013-01-25",18419.67
"1_1_2013-02-01",23366.9166666667
"1_1_2013-02-08",40305.05
"1_1_2013-02-15",47500.5066666667
"1_1_2013-02-22",19630.53
"1_1_2013-03-01",20756.18
"1_1_2013-03-08",21154.62
"1_1_2013-03-15",21612.5833333333
"1_1_2013-03-22",23072.67
"1_1_2013-03-29",35536.46
"1_1_2013-04-05",41475.6066666667
"1_1_2013-04-12",27014.5133333333
"1_1_2013-04-19",27877.2833333333
"1_1_2013-04-26",24805.0333333333
"1_1_2013-05-03",18233.19
"1_1_2013-05-10",18108.6966666667
"1_1_2013-05-17",16142.5366666667
"1_1_2013-05-24",16095.1933333333
"1_1_2013-05-31",16685.91
"1_1_2013-06-07",16729.0466666667
"1_1_2013-06-14",16251.06
"1_1_2013-06-21",16214.98
"1_1_2013-06-28",15806.4866666667
"1_1_2013-07-05",17220.3333333333
"1_1_2013-07-12",16457.29
"1_1_2013-07-19",15825.0366666667
"1_1_2013-07-26",15678.47
"1_1_2012-11-02",37062.47
"1_1_2012-11-09",19119.465
"1_1_2012-11-16",19301.75
"1_1_2012-11-23",19865.77
"1_1_2012-11-30",23905.525
"1_1_2012-12-07",32401.785
"1_1_2012-12-14",45342.945
"1_1_2012-12-21",51359.99
"1_1_2012-12-28",21237.73
"1_1_2013-01-04",16275.965
"1_1_2013-01-11",17127.05
"1_1_2013-01-18",17853.285
"1_2_2013-01-25",41603.62
"1_2_2013-02-01",50585.5433333333
"1_2_2013-02-08",47619.7166666667
"1_2_2013-02-15",47738.8066666667
"1_2_2013-02-22",45846.08
"1_2_2013-03-01",51347.3433333333
"1_2_2013-03-08",46927.1166666667
"1_2_2013-03-15",45394.7033333333
"1_2_2013-03-22",43660.7066666667
"1_2_2013-03-29",46990.5866666667
"1_2_2013-04-05",48952.4666666667
"1_2_2013-04-12",44493.6466666667
"1_2_2013-04-19",45508.1733333333
"1_2_2013-04-26",45036.6466666667
"1_2_2013-05-03",49514.7433333333
"1_2_2013-05-10",44889.1733333333
"1_2_2013-05-17",44344.1633333333
"1_2_2013-05-24",45169.5666666667
"1_2_2013-05-31",48008.01
"1_2_2013-06-07",47631.0166666667
"1_2_2013-06-14",44668.6066666667
"1_2_2013-06-21",44596.91
"1_2_2013-06-28",46651.5333333333
"1_2_2013-07-05",47049.09
"1_2_2013-07-12",44004.0366666667
"1_2_2013-07-19",44995.0366666667
"1_2_2013-07-26",44677.67
"1_2_2012-11-02",46847.525
"1_2_2012-11-09",44065.48
"1_2_2012-11-16",42720.515
"1_2_2012-11-23",44970.785
"1_2_2012-11-30",45166.58
"1_2_2012-12-07",48156.625
"1_2_2012-12-14",50220.35
"1_2_2012-12-21",62752.34
"1_2_2012-12-28",39679.885
"1_2_2013-01-04",43841.835
"1_2_2013-01-11",41605.245
"1_2_2013-01-18",42675.21
"1_3_2013-01-25",11298.255
"1_3_2013-02-01",12412.8066666667
"1_3_2013-02-08",11568.3133333333
"1_3_2013-02-15",11162.0766666667
"1_3_2013-02-22",10703.7833333333
"1_3_2013-03-01",11567.3366666667
"1_3_2013-03-08",10913.0433333333
"1_3_2013-03-15",8665.26333333333
"1_3_2013-03-22",9108.69666666667
"1_3_2013-03-29",9673.5
"1_3_2013-04-05",9977.28666666667
"1_3_2013-04-12",8455.83333333333
"1_3_2013-04-19",8661.67
"1_3_2013-04-26",8875.56
"1_3_2013-05-03",10149.69
"1_3_2013-05-10",8998.34666666667
"1_3_2013-05-17",8120.91333333333
"1_3_2013-05-24",8292.90666666667
"1_3_2013-05-31",8010.35666666667
"1_3_2013-06-07",7955.36666666667
"1_3_2013-06-14",7958.69
"1_3_2013-06-21",6686.12
"1_3_2013-06-28",7835.37
"1_3_2013-07-05",7984.29333333333
"1_3_2013-07-12",12818.52
"1_3_2013-07-19",17709.0233333333
"1_3_2013-07-26",21654.72
"1_3_2012-11-02",9507.21
"1_3_2012-11-09",9553.205
"1_3_2012-11-16",9653.235
"1_3_2012-11-23",10012.185
"1_3_2012-11-30",10501.695
"1_3_2012-12-07",12087.665
"1_3_2012-12-14",12583.445
"1_3_2012-12-21",12874.12
"1_3_2012-12-28",8557.29
"1_3_2013-01-04",14867.095
"1_3_2013-01-11",13549.18
"1_3_2013-01-18",12117.51
"1_4_2013-01-25",33259.895
"1_4_2013-02-01",38699.7866666667
"1_4_2013-02-08",37343.2233333333
"1_4_2013-02-15",36618.8866666667
