"Id","Weekly_Sales"
"1_1_2012-11-02",37500.4742108364
"1_1_2012-11-09",27889.4421749242
"1_1_2012-11-16",21113.5750931627
"1_1_2012-11-23",21409.7204159629
"1_1_2012-11-30",20875.1009012258
"1_1_2012-12-07",25709.6485127398
"1_1_2012-12-14",37670.9443346581
"1_1_2012-12-21",53517.9293547619
"1_1_2012-12-28",26483.3242170597
"1_1_2013-01-04",19009.9167183673
"1_1_2013-01-11",17700.6267098968
"1_1_2013-01-18",17947.2284983593
"1_1_2013-01-25",18553.9236312767
"1_1_2013-02-01",16424.6662523133
"1_1_2013-02-08",19055.7547382451
"1_1_2013-02-15",19036.5618367918
"1_1_2013-02-22",20991.5823693401
"1_1_2013-03-01",21645.1760391728
"1_1_2013-03-08",22397.0518299304
"1_1_2013-03-15",26531.1242912856
"1_1_2013-03-22",30766.7625989543
"1_1_2013-03-29",36487.7303754741
"1_1_2013-04-05",22942.0171669248
"1_1_2013-04-12",22374.0867732612
"1_1_2013-04-19",21114.7966560679
"1_1_2013-04-26",25386.2994128175
"1_1_2013-05-03",34618.9137826112
"1_1_2013-05-10",43933.5224889039
"1_1_2013-05-17",32660.9146330684
"1_1_2013-05-24",23407.9749406173
"1_1_2013-05-31",19645.1818322766
"1_1_2013-06-07",18361.9803205792
"1_1_2013-06-14",21248.7943481804
"1_1_2013-06-21",23013.7109345202
"1_1_2013-06-28",35917.2296364326
"1_1_2013-07-05",46306.7719317799
"1_1_2013-07-12",28382.0659966923
"1_1_2013-07-19",19152.4729263762
"1_1_2013-07-26",17849.819803286
"1_2_2012-11-02",47678.4486365276
"1_2_2012-11-09",45332.341282627
"1_2_2012-11-16",43203.3257579755
"1_2_2012-11-23",44427.6187818678
"1_2_2012-11-30",46095.5577011897
"1_2_2012-12-07",47613.3489780252
"1_2_2012-12-14",46560.3156110137
"1_2_2012-12-21",44578.2554870981
"1_2_2012-12-28",48786.5382504841
"1_2_2013-01-04",47022.3592923984
"1_2_2013-01-11",44061.7825220552
"1_2_2013-01-18",45514.7407142279
"1_2_2013-01-25",43138.4162533198
"1_2_2013-02-01",50691.4413396962
"1_2_2013-02-08",45957.1913560464
"1_2_2013-02-15",46381.7533855796
"1_2_2013-02-22",47109.8402271405
"1_2_2013-03-01",50460.9977256051
"1_2_2013-03-08",48217.365034031
"1_2_2013-03-15",45905.5065483777
"1_2_2013-03-22",45631.9921216443
"1_2_2013-03-29",46705.7548902787
"1_2_2013-04-05",50094.0489126266
"1_2_2013-04-12",44251.2428837374
"1_2_2013-04-19",45421.3481134091
"1_2_2013-04-26",43936.3239009143
"1_2_2013-05-03",50685.8019097675
"1_2_2013-05-10",44835.2115599634
"1_2_2013-05-17",46509.9846461176
"1_2_2013-05-24",45755.6702272863
"1_2_2013-05-31",49197.8844943636
"1_2_2013-06-07",47558.6417871569
"1_2_2013-06-14",45076.3347301289
"1_2_2013-06-21",44020.4025649074
"1_2_2013-06-28",46350.4444313637
"1_2_2013-07-05",47967.0691576713
"1_2_2013-07-12",42227.8377623289
"1_2_2013-07-19",43627.6712417113
"1_2_2013-07-26",43046.6312337554
"1_3_2012-11-02",9521.78396124446
"1_3_2012-11-09",9549.48176865718
"1_3_2012-11-16",9551.55141995579
"1_3_2012-11-23",9550.43556423091
"1_3_2012-11-30",9549.5557827242
"1_3_2012-12-07",9549.10034251718
"1_3_2012-12-14",9548.89075403088
"1_3_2012-12-21",9548.79868845035
"1_3_2012-12-28",9548.75907324183
"1_3_2013-01-04",9548.74219021075
"1_3_2013-01-11",9548.73502795116
"1_3_2013-01-18",9548.7319962059
"1_3_2013-01-25",9548.73071425136
"1_3_2013-02-01",9548.73017246473
"1_3_2013-02-08",9548.72994354925
"1_3_2013-02-15",9548.72984683973
"1_3_2013-02-22",9548.72980598543
"1_3_2013-03-01",9548.72978872731
"1_3_2013-03-08",9548.72978143704
"1_3_2013-03-15",9548.72977835746
"1_3_2013-03-22",9548.72977705659
"1_3_2013-03-29",9548.72977650707
"1_3_2013-04-05",9548.72977627494
"1_3_2013-04-12",9548.72977617689
"1_3_2013-04-19",9548.72977613547
"1_3_2013-04-26",9548.72977611797
"1_3_2013-05-03",9548.72977611058
"1_3_2013-05-10",9548.72977610746
"1_3_2013-05-17",9548.72977610614
"1_3_2013-05-24",9548.72977610558
"1_3_2013-05-31",9548.72977610535
"1_3_2013-06-07",9548.72977610525
"1_3_2013-06-14",9548.7297761052
"1_3_2013-06-21",9548.72977610519
"1_3_2013-06-28",9548.72977610518
"1_3_2013-07-05",9548.72977610518
"1_3_2013-07-12",9548.72977610517
"1_3_2013-07-19",9548.72977610517
"1_3_2013-07-26",9548.72977610517
"1_4_2012-11-02",36313.3343459225
"1_4_2012-11-09",34998.9878217717
"1_4_2012-11-16",34165.555632917
"1_4_2012-11-23",34916.7231464899
"1_4_2012-11-30",37149.8155560566
"1_4_2012-12-07",36516.6939995457
"1_4_2012-12-14",35908.148520178
"1_4_2012-12-21",38259.0140501124
"1_4_2012-12-28",39363.00618463
"1_4_2013-01-04",37129.9122261132
"1_4_2013-01-11",38011.5115117686
"1_4_2013-01-18",39572.5713571023
"1_4_2013-01-25",38897.3173682162
"1_4_2013-02-01",38913.6156333635
"1_4_2013-02-08",38300.7224208301
"1_4_2013-02-15",38105.1848063963
"1_4_2013-02-22",40545.6821542521
"1_4_2013-03-01",38690.8858213206
"1_4_2013-03-08",36932.7608614912
"1_4_2013-03-15",37449.2460594653
"1_4_2013-03-22",38669.6351618787
"1_4_2013-03-29",37733.0424083316
"1_4_2013-04-05",35561.9294502014
"1_4_2013-04-12",36577.8556442902
"1_4_2013-04-19",36990.6378281464
"1_4_2013-04-26",37962.9835198602
"1_4_2013-05-03",34989.437410112
"1_4_2013-05-10",35312.8717102666
"1_4_2013-05-17",34651.6996201295
"1_4_2013-05-24",35287.3525905337
"1_4_2013-05-31",34500.8748172423
"1_4_2013-06-07",33977.226449991
"1_4_2013-06-14",34733.678861802
"1_4_2013-06-21",34084.4882965356
"1_4_2013-06-28",35281.1339293223
"1_4_2013-07-05",35483.8860858981
"1_4_2013-07-12",37222.4871805588
